"3622","CP-A-029","4","2013-06-28","2014-06-28","0000-00-00","EXTENSIONES Y MULTITOMAS (TIRA MULTICONTACTOS) FABRICADO ELECTRONICA STEREN","ELECTTRON COLOMBIA SAS","RETIE","Cancelado","Ninguna","NA"
"3623","CP-A-030","4","2013-06-28","2014-06-28","0000-00-00","LAMPARAS DECORATIVAS","ELECTTRON COLOMBIA SAS","RETILAP","Cancelado","Ninguna","NA"
"3624","CP-A-031","4","2013-06-28","2014-06-28","0000-00-00","CINTA PARA AISLAR FABRICADO ELECTRONICA STEREN SA","ELECTTRON COLOMBIA SAS","RETIE","Cancelado","Ninguna","NA"
"3625","CP-A-033","4","2013-07-06","2014-07-06","0000-00-00","LUMINARIAS LED USO INTERIOR","LED ILLUMINATION CONCEPTS S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3626","CP-A-035","4","2013-07-26","2014-07-26","0000-00-00","EXTENSIONES NAVIDEÑAS","GRUPO EMPRESARIAL PINCASO S.A.S.","RETILAP","Cancelado","Ninguna","NA"
"3627","CP-A-037","4","2013-08-02","2014-08-02","0000-00-00","LAMPARAS LED","CIC LTDA COMERCIALIZADORA INDUSTRIAL COLOMBIANA","RETILAP","Cancelado","Ninguna","NA"
"3628","CP-A-038","4","2013-08-02","2014-08-02","0000-00-00","EXTENSIONES NAVIDEÑAS","GRUPO EMPRESARIAL PINCASO S.A.S.","RETILAP","Cancelado","Ninguna","NA"
"3629","CP-A-039","4","2013-08-01","2014-08-01","0000-00-00","LAMPARA DECORATIVAS","CROSSWAY SAS","RETILAP","Cancelado","Ninguna","NA"
"3630","CP-A-040","4","2013-08-12","2014-08-12","0000-00-00","MANGUERAS LED","IMPORTACIONES ENERGIA & CIA LTDA","RETILAP","Cancelado","Ninguna","NA"
"3631","CP-A-041","4","2013-08-16","2014-08-16","0000-00-00","LUMINARIA DECORATIVAS 
MARCA CHAUVET","TITANIC ELECTRONICS S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3632","CP-A-041","4","2013-08-12","2014-08-12","0000-00-00","LAMPARAS DE ESCRITORIO","NIKKEN COLOMBIA LTDA","RETILAP","Cancelado","Ninguna","NA"
"3633","CP-A-042","4","2013-08-20","2016-08-20","0000-00-00","LUMINARIA USO INTERIOR","TECNOLYTE LTDA","RETILAP","Cancelado","Ninguna","NA"
"3634","CP-A-043","4","2013-07-20","2014-07-20","0000-00-00","LUMINARIAS","STAND ILUMINACIONES S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3635","CP-A-044","4","2013-08-22","2016-08-22","0000-00-00","LAMPARAS DECORATIVAS","DOMINA","RETILAP","Cancelado","Ninguna","NA"
"3636","CP-A-045","4","2013-08-27","2014-08-27","0000-00-00","BOMBILLOS CANDELABROS-LEXMANA","IMPORTACIONES ENERGIA & CIA LTDA","RETILAP","Cancelado","Ninguna","NA"
"3637","CP-A-046","4","2013-08-30","2014-08-30","0000-00-00","TUBOS LED","LED ILLUMINATION CONCEPTS S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3638","CP-A-047","4","2013-09-01","2014-09-01","0000-00-00","BOMBILLAS DE LED/LED LIGHT BULB","COMERCIAL ALPA S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3639","CP-A-050","4","2013-09-12","2014-09-12","0000-00-00","LUMINARIAS DE USO INTERIOR","MY ELECTRICOS LTDA.","RETILAP","Cancelado","Ninguna","NA"
"3640","CP-A-052","4","2013-09-05","2014-09-05","0000-00-00","BOMBILLAS AHORRADORAS -MARCA LEXMANA","COMERCIALIZADORA INTERNACIONAL OPEN TRADE DE COLOMBIA LTDA -CIOTCOL LTDA","RETILAP","Cancelado","Ninguna","NA"
"3641","CP-A-053","4","2013-09-23","2014-09-23","0000-00-00","LAMPARAS LED","NEOLUZ S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3642","CP-A-054","4","2013-10-03","2014-10-03","0000-00-00","LAMPARAS FLUORESCENTES COMPACTAS CON BALASTO INDEPENDIENTE","REPRESENTACIONES EL SOL NACIENTE LTDA","RETILAP","Cancelado","Ninguna","NA"
"3643","CP-A-055","4","2013-10-03","2014-10-03","0000-00-00","EXTENSION NAVIDEÑA)","COMERCIALIZADORA INTERNACIONAL OPEN TRADE DE COLOMBIA LTDA -CIOTCOL LTDA","RETILAP","Cancelado","Ninguna","NA"
"3644","CP-A-056","4","2013-10-30","2014-10-30","0000-00-00","MULTITOMA","INTERFABRIC LTDA","RETIE","Cancelado","Ninguna","NA"
"3645","CP-A-057","4","2013-10-31","2014-10-31","0000-00-00","MULTITOMA","INDEX ORGANIZALO SAS","RETIE","Cancelado","Ninguna","NA"
"3646","CP-A-058","4","2013-10-31","2014-10-31","0000-00-00","LAMPARAS INCANDECENTES HALOGENAS","TECNOLOGIA INDUSTRIAL DE AGUAS LTDA","RETILAP","Cancelado","Ninguna","NA"
"3647","CP-A-061","4","2013-07-29","2014-07-29","0000-00-00","TAPAS Y MARCOS PARA CAJAS DE INSPECCIÓN","INGENIERIA Y PRODUCTOS S.A.S.","RETIE","Cancelado","Ninguna","NA"
"3648","CP-A-062","4","2013-07-29","2014-07-29","0000-00-00","ARMARIO PARA MEDIDORES (ENCERRAMIENTO METÁLICO) TGA. CELDAS MT","INGENIERIA Y PRODUCTOS S.A.S.","RETIE","Cancelado","Ninguna","NA"
"3649","CP-A-063","4","2013-11-22","2014-11-22","0000-00-00","COFRE","BOMAR COLOMBIA S.A.S","RETIE","Cancelado","Ninguna","NA"
"3650","CP-A-063B","4","2014-01-14","2015-01-14","0000-00-00","LAMPARAS FLUORESCENTES COMPACTAS CON BALASTO INCORPORADO","REPRESENTACIONES EL SOL NACIENTE LTDA","RETILAP","Cancelado","Ninguna","NA"
"3651","CP-A-064","4","2013-11-26","2014-11-26","0000-00-00","CABLE MINERO","BOMAR COLOMBIA S.A.S","RETIE","Cancelado","Ninguna","NA"
"3652","CP-A-065","4","2013-11-28","2014-11-28","0000-00-00","POSTE METALICO DE ALUMBRADO PUBLICO","MEGALUX","RETILAP","Cancelado","Ninguna","NA"
"3653","CP-A-066","4","2013-12-03","2014-12-03","0000-00-00","LAMPARAS DECORATIVAS","IMPORTACIONES SG SAS","RETILAP","Cancelado","Ninguna","NA"
"3654","CP-A-067","4","2013-12-30","2016-12-30","0000-00-00","LAMPARAS DECORATIVAS","MUEBLES ARTECO","RETILAP","Cancelado","Ninguna","NA"
"3655","CP-A-073","4","2014-03-10","2015-03-10","0000-00-00","LAMPARAS Y DIFUSORES DECORATIVOS","HI COLOMBIA SAS","RETILAP","Cancelado","Ninguna","NA"
"3656","CP-A-084","4","2014-05-20","2015-05-20","0000-00-00","FIGURAS DECORATIVA (ILUMINADAS)","HI COLOMBIA SAS","RETILAP","Cancelado","Ninguna","NA"
"3657","CP-A-087","4","2014-06-20","2015-06-20","0000-00-00","LUMINARIAS LED","ANDRUS INTERNACIONAL S EN C","RETILAP","Cancelado","Ninguna","NA"
"3658","CP-A-088","4","2014-06-26","2015-06-26","0000-00-00","LUMINARIA DECORATIVAS","HI COLOMBIA SAS","RETILAP","Cancelado","Ninguna","NA"
"3659","CP-A-089","4","2014-06-26","2015-06-26","0000-00-00","LUMINARIA DECORATIVA DE PISO","HI COLOMBIA SAS","RETILAP","Cancelado","Ninguna","NA"
"3660","CP-L-003","1B","2013-03-18","0000-00-00","0000-00-00","BOTA TIPO MOTOCROSS","UT PROTECCIÒN MOTORIZADOS 2012","NTMD -0317 (2011-07-05) Requisitos específicos y según Contrato de compraventa PN-DIRAF No. 06-2-10228-15","N/A","Ninguna","NA"
"3661","CP-L-004","1B","2013-03-18","0000-00-00","0000-00-00","GUANTES TIPO MOSQUETERO","UT PROTECCIÒN MOTORIZADOS 2012",,"N/A","Ninguna","NA"
"3662","CP-L-005","1B","2013-03-18","0000-00-00","0000-00-00","GUANTES MOTORIZADOS","UT PROTECCIÒN MOTORIZADOS 2012",,"N/A","Ninguna","NA"
"3663","CP-L-006","1B","2013-06-24","0000-00-00","0000-00-00","MEDALLAS PARA CONDECORACION","GRANADOS Y CONDECORACIONES LTDA",,"N/A","Ninguna","NA"
"3664","CP-L-008","1B","2013-08-26","0000-00-00","0000-00-00","BOTÓN GRANDE Y BOTÓN PEQUEÑO","GRANADOS Y CONDECORACIONES LTDA",,"N/A","Ninguna","NA"
"3665","CP-L-009","1B","2013-08-26","0000-00-00","0000-00-00","CHAPA METÁLICA","GRANADOS Y CONDECORACIONES LTDA",,"N/A","Ninguna","NA"
"3666","CP-L-010","1B","2013-09-06","0000-00-00","0000-00-00","SABLE OFICIAL SUBALTERNO","UNION TEMPORAL DISELECSA LTDA-ISM S.A",,"N/A","Ninguna","NA"
"3667","CP-L-011","1B","2013-09-06","0000-00-00","0000-00-00","SABLE OFICIAL SUBOFICIAL Y NIVEL EJECUTIVO","UNION TEMPORAL DISELECSA LTDA-ISM S.A",,"N/A","Ninguna","NA"
"3668","CP-L-012","1B","2013-09-13","0000-00-00","0000-00-00","LONA PIXELANA NYLON TIPO V","FABRILAR LTDA",,"N/A","Ninguna","NA"
"3669","CP-L-014","1B","2013-08-26","0000-00-00","0000-00-00","BASTÓN PARA OFICIAL","GRANADOS Y CONDECORACIONES LTDA",,"N/A","Ninguna","NA"
"3670","CP-L-015","1B","2013-10-18","0000-00-00","0000-00-00","MANCORNAS DORADOS","MEDACOP S.AS",,"N/A","Ninguna","NA"
"3671","CP-L-016","1B","2013-10-18","0000-00-00","0000-00-00","INSIGNIAS METALICAS","MEDACOP S.AS",,"N/A","Ninguna","NA"
"3672","CP-L-016","1B","2013-09-27","0000-00-00","0000-00-00","MEDALLA AL MERITO DE SERVICIO DE VIGILANCIA PT VICTOR MANUEL CHÍA FONSECA","CONSORCIO INSIGNE MECO",,"N/A","Ninguna","NA"
"3673","CP-L-017","1B","2013-10-18","0000-00-00","0000-00-00","ESCUDO PARA GORRA EJERCITO NACIONAL SUBOFICIAL","MEDACOP S.AS",,"N/A","Ninguna","NA"
"3674","CP-L-018","1B","2013-10-18","0000-00-00","0000-00-00","DISTINTIVOS ARMAS Y SERVICIOS EJERCITO NACIONAL","MEDACOP S.AS",,"N/A","Ninguna","NA"
"3675","CP-L-019","1B","2013-10-25","0000-00-00","0000-00-00","SABLE OFICIAL SUPERIOR POLICIA NACIONAL","UNION TEMPORAL DISELECSA LTDA-ISM S.A",,"N/A","Ninguna","NA"
"3676","CP-L-020","1B","2013-11-01","0000-00-00","0000-00-00","MEDALLAS SERVICIOS DISTINGUIDOS CLASE ESPECIAL PRIMERA VEZ","CONSORCIO INSIGNE MECO",,"N/A","Ninguna","NA"
"3677","CP-L-021","1B","2013-11-01","0000-00-00","0000-00-00","MEDALLAS SERVICIOS DISTINGUIDOS CLASE ESPECIAL TERCERA VEZ","CONSORCIO INSIGNE MECO",,"N/A","Ninguna","NA"
"3678","CP-L-022","1B","2013-11-15","0000-00-00","0000-00-00","CREMALLERA VERDE DE 20 CM","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3679","CP-L-023","1B","2013-12-23","0000-00-00","0000-00-00","CREMALLERA VERDE DE 20 CM","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3680","CP-M-005","1A","2013-04-23","0000-00-00","0000-00-00","CAUCHO PARA VULCANIZAR","UNION TEMPORTAL CAUCHO",,"N/A","Ninguna","NA"
"3681","CP-M-006","1A","2013-07-10","0000-00-00","0000-00-00","CUERO DE CORTE ATANINO","POVEDA SALGADO Y ASOCIADOS LTDA",,"N/A","Ninguna","NA"
"3682","CP-M-007","1A","2013-05-02","0000-00-00","0000-00-00","BANDERA BORDADA CON HILO METALIZADO DORADO","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3683","CP-M-008","1A","2013-05-02","0000-00-00","0000-00-00","BANDERA BORDADA CON HILO NEGRO","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3684","CP-M-009","1A","2013-09-11","0000-00-00","0000-00-00","CREMALLERA VERDE DE 20 CM","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3685","CP-M-018","1A","2013-11-25","0000-00-00","0000-00-00","BANDERAS BORDADAS CON HILO NEGRO USO UNIFORME DE FATIGA NO 5","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3686","CP-M-019","1A","2013-11-25","0000-00-00","0000-00-00","BANDERA BORDADA CON HILO DORADO USO UNIFORME NO 3 Y UNIFORME DE ASISTENCIA NO 4","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3687","CP-M-020","1A","2013-11-25","0000-00-00","0000-00-00","HERALDICA BORDADA CON HILO DORADO USO UNIFORME NO 5 Y UNIFORME DE ASISTENCIA","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3688","CP-M-021","1A","2013-11-25","0000-00-00","0000-00-00","TARJETERO BORDADO USO UNIFORME DE FATIGA NO 5","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3689","CP-M-022","1A","2013-11-25","0000-00-00","0000-00-00","INSIGNIAS -DISTINTIVOS BORDADO CON HILO NEGRO","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3690","CP-M-023","1A","2013-11-25","0000-00-00","0000-00-00","INSIGNIAS -DISTINTIVOS BORDADO CON HILO DORADO","COMERCIO DE CUERO",,"N/A","Ninguna","NA"
"3691","CP-SC-020-A","5","2012-10-08","2015-10-08","0000-00-00","CONECTORES BURNDY","METALICAS Y ELECTRICAS – MELEC S.A.","RETIE","Cancelado","Ninguna","NA"
"3692","CP-SC-021","5","2012-12-05","2015-12-05","0000-00-00","AISLADOR HIBRIDO 15KV","METALICAS Y ELECTRICAS – MELEC S.A.","RETIE","Cancelado","Ninguna","NA"
"3693","CP-SC-022","5","2012-01-20","2015-12-20","0000-00-00","DESCARGADORES DE SOBRETENSIÓN","ARESA Y ENERGIA","RETIE","Cancelado","Ninguna","NA"
"3694","CP-SC-023","5","2013-01-14","2016-01-14","0000-00-00","LUMINARIAS LED USO EXTERIOR","INSUGEC SAS","RETILAP","Cancelado","Ninguna","NA"
"3695","CP-SC-024","5","2013-01-22","2016-01-22","0000-00-00","PERFILES DE ACERO PARA ESTRUCTURAS Y TORRES DE ENERGIA","GETCOL SAS","RETIE","Cancelado","Ninguna","NA"
"3696","CP-SC-025","5","2013-02-14","2016-02-14","0000-00-00","TOMACORRIENTES E INTERRUPTORES","TECNOLUM SAS","RETIE","Cancelado","Ninguna","NA"
"3697","CP-SC-027","5","2013-03-07","2016-03-07","0000-00-00","LUMINARIAS LED","MAGNETY LTDA","RETILAP","Cancelado","Ninguna","NA"
"3698","CP-SC-030","5","2013-06-05","2016-06-05","0000-00-00","AISLADORES POLIMERICOS","BERNARDO ANGEL Y CIA","RETIE","Cancelado","Ninguna","NA"
"3699","CP-SC-031","5","2013-04-08","2016-04-08","0000-00-00","POSTES METÀLICOS ALUMBRADO PÙBLICO","ESTILO 2 S.A","RETILAP","Cancelado","Ninguna","NA"
"3700","CP-SC-032","5","2013-05-14","2016-05-14","0000-00-00","CABLES PARA USO ELECTRICO","E&T SOLUTION LTDA","RETIE","Cancelado","Ninguna","NA"
"3701","CP-SC-035","5","2013-07-02","2016-07-02","0000-00-00","LAMPARA DE ALUMBRADO PARA EMERGENCIA","DAISALUX SA","RETILAP","Cancelado","Ninguna","NA"
"3702","CP-SC-036","5","2013-06-28","2016-06-28","0000-00-00","GENERADORES","PRODUCCIONES GENERALES SA","RETIE","Cancelado","Ninguna","NA"
"3703","CP-SC-037-A","5","2013-06-28","2016-06-28","0000-00-00","PANEL LIGHT LED","LED ILLUMINATION CONCEPTS S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3704","CP-SC-038","5","2013-07-25","2016-07-25","0000-00-00","LUMINARIA TIPO PANEL LED","DISPROEL S.A","RETILAP","Cancelado","Ninguna","NA"
"3705","CP-SC-039-A","5","2013-08-02","2016-08-02","0000-00-00","EXTENSIONES NAVIDEÑAS","GRUPO EMPRESARIAL PINCASO S.A.S.","RETILAP","Cancelado","Ninguna","NA"
"3706","CP-SC-040","5","2013-08-12","2016-08-12","0000-00-00","LUMINARIAS Y ARREGLOS EN LED USO INTERIOR","MDV LIGHTS SAS","RETILAP","Cancelado","Ninguna","NA"
"3707","CP-SC-041-A","5","2013-08-20","2016-08-20","0000-00-00","TORRES Y ESTRUCTUIRA DE METAL PARA LINEAS DE TRANSMISION DE ALTO VOLTAJE (HASTA 1200 KV)","KALPATARU POWER TRANSMISION LIMITED","RETIE","Cancelado","Ninguna","NA"
"3708","CP-SC-045","5","2013-09-19","2016-09-19","0000-00-00","AISLADORES COMPOSITE","SERVICIOS ELECTRICOS LOGISTICOS Y TELECOMUNICACIONES S.A. -SELT","RETIE","Cancelado","Ninguna","NA"
"3709","CP-SC-046","5","2013-10-02","2016-10-02","0000-00-00","LAMPARAS LED MARCA MEGAMAN","GREENLIGHT S.A","RETILAP","Cancelado","Ninguna","NA"
"3710","CP-SC-048","5","2013-09-11","2016-09-11","0000-00-00","ARREGLOS Y EXTENSIONES NAVIDEÑAS","CATHAY COLOMBIA S.A.","RETILAP","Cancelado","Ninguna","NA"
"3711","CP-SC-049","5","2013-10-11","2016-10-11","0000-00-00","TUBOS LED","TDI SISTEMAS LATAM SAS","RETILAP","No emitido","Ninguna","NA"
"3712","CP-SC-052","5","2013-10-28","2016-10-28","0000-00-00","BOMBILLAS AHORRADORAS -MARCA LEXMANA","COMERCIALIZADORA INTERNACIONAL OPEN TRADE DE COLOMBIA LTDA -CIOTCOL LTDA","RETILAP","Cancelado","Ninguna","NA"
"3713","CP-SC-053","5","2013-10-28","2016-10-28","0000-00-00","BOMBILLAS AHORRADORAS -MARCA LEXMANA","COMERCIALIZADORA INTERNACIONAL OPEN TRADE DE COLOMBIA LTDA -CIOTCOL LTDA","RETILAP","Cancelado","Ninguna","NA"
"3714","CP-SC-056","5","2013-10-31","2016-10-31","0000-00-00","LUMINARIAS LED Y LUMINARIAS TIPO","COMERCIALIZADORA DE ELECTRICOS BOGOTA S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3715","CP-SC-059","5","2013-11-28","2016-11-28","0000-00-00","ELECTRODOS PUESTA A TIERRA","COMERCIALIZADORA BECOR SA","RETIE","Cancelado","Ninguna","NA"
"3716","CP-SC-060","5","2013-11-28","2016-11-28","0000-00-00","BARRAJES DE COFRE","COMERCIALIZADORA BECOR SA","RETIE","Cancelado","Ninguna","NA"
"3717","CP-SC-068","5","2014-01-24","2017-01-24","0000-00-00","GRUPO ELECTROGENOS","Ingenieria y proyecto de colombia LTDA INPRELCO","RETIE","Cancelado","Ninguna","NA"
"3718","CP-SC-077","5","2014-03-11","2017-03-11","0000-00-00","LUMINARIAS LED","LEDZ SAS","RETILAP","Cancelado","Ninguna","NA"
"3719","CP-SC-084","5","2014-03-21","2017-03-21","0000-00-00","LAMPARAS Y LUMINARIAS LED","DUMALUX SAS","RETILAP","Cancelado","Ninguna","NA"
"3720","CP-SC-091","5","2014-03-05","2017-06-05","0000-00-00","PANELES Y LAMPARAS LED","Planning It Comercializadora SAS","RETILAP","Cancelado","Ninguna","NA"
"3721","CP-SC-095","5","2014-07-01","2017-07-01","0000-00-00","MULTICONDUCTOR COPPER","ESSEX BROWNELL","RETIE","Cancelado","Ninguna","NA"
"3722","0001-1B","1B","2014-09-01","0000-00-00","0000-00-00","MANGUERAS LED Y ACCESORIOS","COLORLEDS LTDA.","RETILAP","NA","Ninguna","NA"
"3723","0002-1B","1B","2014-09-08","0000-00-00","0000-00-00","LUCES Y ARREGLOS NAVIDEÑOS","BURICA S.A.","RETILAP","N/A","Ninguna","NA"
"3724","0002-4-A","4","0000-00-00","2015-07-31","2015-01-23","LUMINARIAS DECORATIVAS","ANDRUS INTERNACIONAL S EN C","RETILAP","Vencido","Ninguna","NA"
"3725","0002-4R","4","2015-03-19","2016-03-19","0000-00-00","INTERRUPTORRES Y TOMACORRIENTE","COMERCIALIZADORA EM LTDA.","RETIE","Vencido","Ninguna","NA"
"3726","0003-1B","1B","2014-09-12","0000-00-00","0000-00-00","LUCES Y ARREGLOS NAVIDEÑOS","BURICA S.A.","RETILAP","N/A","Ninguna","NA"
"3727","2003-4","4","2014-07-31","2015-07-31","0000-00-00","PORTALÁMPARAS Y SOCKETS","IMPORTACIONES ENERGIA & CIA LTDA","RETILAP","Vencido","Ninguna","NA"
"3728","0003-4R","4","2015-03-19","2015-05-07","0000-00-00","TOMACORRIENTES E INTERRUPTORES","Importaciones y energia & Cia LTDa","RETIE","Vencido","Ninguna","NA"
"3729","0004-1B","1B","2014-09-12","0000-00-00","0000-00-00","LUCES Y ARREGLOS NAVIDEÑOS","BURICA S.A.","RETILAP","N/A","Ninguna","NA"
"3730","0004-4-A","4","0000-00-00","2015-08-06","2015-03-11","LAMPARAS HALOGENAS","Representaciones sol Naciente S.A.S.","RETILAP","Vencido","Ninguna","NA"
"3731","0005-4-A","4","0000-00-00","2015-08-06","2015-03-11","LAMPARAS DE VAPOR DE SODIO DE ALTA TENSION","Representaciones sol Naciente S.A.S.","RETILAP","Vencido","Ninguna","NA"
"3732","0005-4R","4","2015-03-31","2016-11-28","0000-00-00","TOMACORRIENTES E INTERRUPTORES","Representaciones Diego Zuluaga","RETIE","Vencido","Ninguna","NA"
"3733","0006-1B","LOTE","2014-01-20","0000-00-00","0000-00-00","LUMINARIAS DECORATIVAS","COLORLEDS LTDA.","RETILAP","NA","Ninguna","NA"
"3734","0006-4-B","4","0000-00-00","2015-08-06","2015-03-11","LAMPARAS DE VAPOR DE MERCURIO","Representaciones sol Naciente S.A.S.","RETILAP","Vencido","Ninguna","NA"
"3735","0006-4R","4","2015-03-31","2016-11-28","0000-00-00","INTERRUPTORES MANUALES DE BAJA TENSION","Representaciones Diego Zuluaga","RETIE","Vencido","Ninguna","NA"
"3736","2006-5","5","2014-07-10","2017-07-10","0000-00-00","REFLECTORES","DUMALUX S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3737","0007-1B","LOTE","2014-10-31","0000-00-00","0000-00-00","LUMINARIAS DECORATIVAS","BURICA S.A.","RETILAP","NA","Ninguna","NA"
"3738","0007-4-A","4","0000-00-00","2015-08-06","2015-03-11","LUZ MIXTAS","Representaciones sol Naciente S.A.S.","RETILAP","Vencido","Ninguna","NA"
"3739","2007-5","5","2014-07-10","2017-07-10","0000-00-00","LAMPARAS LED","CONSTRUCTORA INDUEL S.A.S","RETILAP","Cancelado","Ninguna","NA"
"3740","2008-5","5","2014-07-10","2017-07-10","0000-00-00","PANEL LED","CONSTRUCTORA INDUEL S.A.S","RETILAP","Vencido","Ninguna","NA"
"3741","2009-5","5","2014-07-10","2017-07-10","0000-00-00","SECCIONADOR MONOPOLAR","METALICAS Y ELECTRICAS –MELEC S.A.","RETIE","Cancelado","Ninguna","NA"
"3742","0010-1B","1B","2015-02-18","0000-00-00","0000-00-00","VAJILLA CRISTAL OPAL MOD. PROMETEO 16 PIEZAS","M y F Marketing SAS","Resolución No. 1900 del 21 de julio de 2008","N/A","Ninguna","NA"
"3743","0010-4-A","4","0000-00-00","2015-08-11","2015-03-05","LUMINARIAS LED DE ALUMBRADO PUBLICO INTERIOR","LED ILUMINATION CONCEPTS S.A.S","RETILAP","Vencido","Ninguna","NA"
"3744","2011-4","4","2014-11-07","2015-11-07","0000-00-00","LUMINARIAS DECORATIVAS","BURICA S.A.","RETILAP","Vencido","Ninguna","NA"
"3745","2011-5","5","2014-07-10","2017-07-10","0000-00-00","CORTACIRCUITO CON CÁMARA APAGACHISPA","METALICAS Y ELECTRICAS –MELEC S.A.","RETIE","Cancelado","Ninguna","NA"
"3746","0012-1B","1B","2015-02-23","0000-00-00","0000-00-00","CAMBRION DE ACERO","Inversiones Gao Ltda","RETIE","N/A","Ninguna","NA"
"3747","0013-1B","1B","2015-03-14","0000-00-00","0000-00-00","VAGILLAS DE PORCELANAS","M Y F Marketing","Resolución No. 1900 del 21 de julio de 2008","N/A","Ninguna","NA"
"3748","0012-4-A","4","0000-00-00","2015-08-19","2015-01-23","LAMPARAS HALOGENAS Y PORTALAMPARAS","ANDRUS INTERNACIONAL S EN C","RETILAP","Vencido","Ninguna","NA"
"3749","0012-5-A","5","2014-07-10","2017-07-10","0000-00-00","TUBERÍA PE-AL-PE Y ACCESORIOS","FLEXCO S.A.","AS 4176-1994","Vencido","Ninguna","NA"
"3750","0014-4R","4","2015-05-14","2015-10-14","0000-00-00","CLAVIJAS","CI IETC SAS","RETIE","Vencido","Ninguna","NA"
"3751","2014-5","5","2014-07-17","2017-07-17","0000-00-00","LUMINARIA DE ALUMBRADO PÚBLICO","COMERCIALIZADORA IMPORTADORA Y EXPORTADORA NOVACLOK SAS","RETILAP","Cancelado","Ninguna","NA"
"3752","0015-4-B","4","2014-08-29","2015-08-29","2015-07-29","SENSOR LAMP","Representaciones sol Naciente S.A.S.","RETILAP","Vencido","Ninguna","NA"
"3753","0015-4R","4","2015-05-14","2015-10-14","0000-00-00","PORTALAMPARAS","CI IETC SAS","RETILAP","Vencido","Ninguna","NA"
"3754","2016-4","4","2014-09-18","2015-09-18","0000-00-00","LUMINARIAS DECORATIVAS","IMPOELEC LTDA. (IMPORTADORA ELÉCTRICA LTDA.)","RETILAP","Vencido","Ninguna","NA"
